time_sec,true_angle_deg,accel_angle_deg,gyro_angle_deg,complementary_angle_deg,measured_gyro_rate_deg_s
17.820,10.478593,8.115452,20.459735,10.614095,-7.462805
17.830,10.417862,13.797066,20.397553,10.616817,-6.218173
17.840,10.357964,14.920162,20.349583,10.655872,-4.797065
17.850,10.298917,7.259776,20.306673,10.545899,-4.290963
17.860,10.240739,9.417260,20.263811,10.481322,-4.286161
17.870,10.183447,10.290003,20.200235,10.415191,-6.357629
17.880,10.127058,14.580126,20.152718,10.451923,-4.751664
17.890,10.071589,8.839417,20.111840,10.379612,-4.087813
17.900,10.017054,8.824844,20.050513,10.288416,-6.132714
17.910,9.963468,13.835282,20.003346,10.313129,-4.716760
17.920,9.910845,8.973872,19.959402,10.243279,-4.394394
17.930,9.859199,11.664703,19.911843,10.225101,-4.755823
17.940,9.808541,6.115684,19.852869,10.085117,-5.897465
17.950,9.758884,9.330802,19.807112,10.025189,-4.575672
17.960,9.710239,5.561247,19.762359,9.892053,-4.475261
17.970,9.662616,7.024031,19.720068,9.793247,-4.229175
17.980,9.616024,11.714028,19.675489,9.787975,-4.457864
17.990,9.570474,9.445710,19.632919,9.739411,-4.257009
18.000,9.525972,8.728208,19.594628,9.681662,-3.829092
18.010,9.482527,7.610653,19.561254,9.607535,-3.337379
18.020,9.440146,8.888505,19.522972,9.555638,-3.828263
18.030,9.398833,10.151616,19.484919,9.530266,-3.805254
18.040,9.358595,11.815885,19.451959,9.543678,-3.295976
18.050,9.319436,2.756569,19.403974,9.360910,-4.798500
18.060,9.281359,7.201957,19.376257,9.290569,-2.771704
18.070,9.244369,9.642110,19.345806,9.267758,-3.045080
18.080,9.208467,8.961309,19.316767,9.233170,-2.903978
18.090,9.173654,10.182095,19.296185,9.231978,-2.058128
18.100,9.139933,9.808783,19.253386,9.201571,-4.279906
18.110,9.107301,8.345132,19.211510,9.143403,-4.187686
18.120,9.075760,7.758627,19.188703,9.093358,-2.280644
18.130,9.045308,8.431554,19.164737,9.056635,-2.396625
18.140,9.015942,11.887797,19.143274,9.092224,-2.146284
18.150,8.987659,7.157639,19.117835,9.028602,-2.543944
18.160,8.960457,8.803440,19.102485,9.009056,-1.534973
18.170,8.934330,9.392686,19.090355,9.004841,-1.213028
18.180,8.909274,12.810151,19.075703,9.066588,-1.465178
18.190,8.885283,8.134512,19.056154,9.028789,-1.954866
18.200,8.862350,11.259367,19.022885,9.040797,-3.326881
18.210,8.840468,11.920417,19.013679,9.089367,-0.920624
18.220,8.819630,8.660244,19.009132,9.076329,-0.454744
18.230,8.799826,8.273028,19.000997,9.052290,-0.813494
18.240,8.781047,7.958413,18.981688,9.011490,-1.930839
18.250,8.763283,8.123725,18.975817,8.987981,-0.587114
18.260,8.746524,10.882123,18.972439,9.022553,-0.337860
18.270,8.730757,9.308282,18.975633,9.031399,0.319456
18.280,8.715972,9.304196,18.960323,9.021850,-1.531044
18.290,8.702154,5.889096,18.951171,8.950226,-0.915194
18.300,8.689291,6.270566,18.950756,8.896227,-0.041467
18.310,8.677369,14.035986,18.945755,8.994121,-0.500059
18.320,8.666372,8.221807,18.932275,8.965464,-1.348064
18.330,8.656285,6.719355,18.931952,8.920225,-0.032301
18.340,8.647092,12.224840,18.933827,8.988155,0.187502
18.350,8.638776,9.343297,18.932645,8.994100,-0.118196
18.360,8.631320,10.076708,18.933367,9.016459,0.072195
18.370,8.624707,8.279589,18.931095,8.999496,-0.227172
18.380,8.618916,7.822233,18.943533,8.988139,1.243791
18.390,8.613930,8.189964,18.937733,8.966492,-0.579959
18.400,8.609728,5.152883,18.935215,8.887752,-0.251844
18.410,8.606290,8.386472,18.938237,8.880688,0.302152
18.420,8.603595,9.343678,18.948934,8.900431,1.069755
18.430,8.601622,13.227780,18.941332,8.979527,-0.760257
18.440,8.600348,8.815346,18.935914,8.970934,-0.541782
18.450,8.599751,2.764309,18.925342,8.836441,-1.057201
18.460,8.599808,8.364844,18.931975,8.833510,0.663324
18.470,8.600495,15.449255,18.930018,8.963907,-0.195684
18.480,8.601787,10.767703,18.934525,9.004400,0.450669
18.490,8.603661,6.576438,18.947967,8.969014,1.344268
18.500,8.606090,10.083857,18.951530,8.994802,0.356245
18.510,8.609050,6.754017,18.962592,8.960828,1.106230
18.520,8.612514,5.227996,18.969900,8.893333,0.730825
18.530,8.616456,7.745533,18.985444,8.885610,1.554398
18.540,8.620849,8.849665,18.999849,8.899008,1.440497
18.550,8.625664,3.945275,19.005327,8.805302,0.547770
18.560,8.630875,5.757977,19.015372,8.754199,1.004511
18.570,8.636453,8.662292,19.035469,8.772056,2.009696
18.580,8.642369,7.621936,19.050687,8.763967,1.521788
18.590,8.648594,9.635623,19.051877,8.782566,0.118979
18.600,8.655100,5.618429,19.069752,8.736802,1.787548
18.610,8.661856,10.447140,19.073941,8.775113,0.418878
18.620,8.668831,5.709433,19.098312,8.737683,2.437064
18.630,8.675997,12.782832,19.119749,8.839595,2.143763
18.640,8.683321,4.393925,19.135457,8.766075,1.570735
18.650,8.690773,5.959387,19.150215,8.724404,1.475839
18.660,8.698322,9.741749,19.162124,8.756422,1.190910
18.670,8.705936,12.866519,19.181183,8.857301,1.905869
18.680,8.713583,9.501191,19.191864,8.880647,1.068147
18.690,8.721231,10.128376,19.207382,8.920809,1.551727
18.700,8.728848,8.772691,19.227942,8.937996,2.056082
18.710,8.736402,6.170406,19.236953,8.891475,0.901094
18.720,8.743859,7.518513,19.245417,8.872309,0.846311
18.730,8.751187,5.721413,19.249109,8.812910,0.369205
18.740,8.758353,5.561578,19.253661,8.752344,0.455240
18.750,8.765324,9.769696,19.251890,8.770956,-0.177101
18.760,8.772065,5.964120,19.270339,8.732899,1.844938
18.770,8.778545,9.577430,19.297143,8.776057,2.680318
18.780,8.784729,5.530172,19.320565,8.734093,2.342203
18.790,8.790584,9.531541,19.319229,8.748733,-0.133540
18.800,8.796076,7.574369,19.336321,8.741996,1.709227
18.810,8.801171,12.317710,19.358578,8.835322,2.225668
18.820,8.805835,9.615133,19.365356,8.857561,0.677793
18.830,8.810036,11.899493,19.376119,8.928947,1.076275
18.840,8.813738,6.924621,19.369492,8.882366,-0.662703
18.850,8.816908,8.957266,19.380513,8.894665,1.102113
18.860,8.819512,6.366794,19.380309,8.843907,-0.020389
18.870,8.821517,7.787504,19.389594,8.831879,0.928528
18.880,8.822889,8.167628,19.384143,8.813251,-0.545149
18.890,8.823593,7.008948,19.394840,8.787649,1.069733
18.900,8.823597,5.784840,19.408673,8.741149,1.383339
18.910,8.822868,5.289075,19.407295,8.670757,-0.137873
18.920,8.821371,2.972001,19.402302,8.551889,-0.499253
18.930,8.819074,6.178207,19.388340,8.490732,-1.396233
18.940,8.815943,10.384677,19.388644,8.528910,0.030456
18.950,8.811945,4.815699,19.385545,8.451608,-0.309970
18.960,8.807049,5.386742,19.373774,8.378775,-1.177055
18.970,8.801220,13.278467,19.377088,8.480017,0.331388
18.980,8.794428,7.203188,19.372198,8.449688,-0.489014
18.990,8.786640,9.589255,19.361290,8.461789,-1.090836
19.000,8.777823,10.383616,19.353507,8.492598,-0.778290
19.010,8.767947,10.424262,19.357655,8.535297,0.414878
19.020,8.756980,4.951194,19.356951,8.462925,-0.070471
19.030,8.744891,8.167241,19.349245,8.449459,-0.770589
19.040,8.731649,4.686080,19.346364,8.371368,-0.288094
19.050,8.717223,14.833018,19.328044,8.482648,-1.831948
19.060,8.701584,4.714396,19.318043,8.397482,-1.000159
19.070,8.684702,6.065101,19.307703,8.340701,-1.033997
19.080,8.666547,6.065045,19.291138,8.278954,-1.656450
19.090,8.647090,4.905439,19.280500,8.201059,-1.063828
19.100,8.626303,12.007788,19.258790,8.255917,-2.171006
19.110,8.604157,14.660277,19.246029,8.371499,-1.276077
19.120,8.580625,7.391252,19.232204,8.338346,-1.382488
19.130,8.555678,5.254620,19.189200,8.234527,-4.300469
19.140,8.529290,2.936976,19.177600,8.117208,-1.159944
19.150,8.501434,7.891162,19.130616,8.066643,-4.698377
19.160,8.472084,7.681171,19.101579,8.030477,-2.903781
19.170,8.441215,6.812975,19.084140,7.989037,-1.743874
19.180,8.408801,8.962239,19.054403,7.979359,-2.973682
19.190,8.374818,9.362751,19.013894,7.967327,-4.050942
19.200,8.339241,9.146950,18.974759,7.952567,-3.913511
19.210,8.302048,7.511735,18.950960,7.920428,-2.379861
19.220,8.263214,5.509159,18.901923,7.824146,-4.903733
19.230,8.222717,9.887300,18.875616,7.839628,-2.630705
19.240,8.180536,8.211820,18.838140,7.810346,-3.747517
19.250,8.136648,10.357542,18.789850,7.813966,-4.829000
19.260,8.091034,10.066223,18.744698,7.814761,-4.515277
19.270,8.043673,4.489267,18.694315,7.698877,-5.038257
19.280,7.994544,4.408989,18.657224,7.596730,-3.709122
19.290,7.943631,6.054779,18.617267,7.526733,-3.995653
19.300,7.890913,5.250249,18.555885,7.421049,-6.138225
19.310,7.836373,9.724502,18.503197,7.415483,-5.268813
19.320,7.779994,8.658268,18.444985,7.383291,-5.821210
19.330,7.721759,10.469719,18.402163,7.403054,-4.282187
19.340,7.661654,8.652871,18.336313,7.363518,-6.584954
19.350,7.599662,8.121286,18.292205,7.335447,-4.410849
19.360,7.535769,10.535094,18.233089,7.341506,-5.911635
19.370,7.469962,8.644280,18.163022,7.298896,-7.006655
19.380,7.402227,7.572479,18.094899,7.237607,-6.812306
19.390,7.332552,11.033685,18.023835,7.243887,-7.106361
19.400,7.260926,7.548878,17.947031,7.174718,-7.680469
19.410,7.187337,6.426485,17.879214,7.093293,-6.781677
19.420,7.111775,5.017217,17.798838,6.973003,-8.037619
19.430,7.034231,8.791795,17.708855,6.921196,-8.998239
19.440,6.954696,10.047322,17.631284,6.907698,-7.757182
19.450,6.873162,6.746694,17.540324,6.815337,-9.095982
19.460,6.789622,10.059411,17.455760,6.797346,-8.456369
19.470,6.704069,1.779032,17.367925,6.610902,-8.783476
19.480,6.616498,6.477865,17.278373,6.520480,-8.955254
19.490,6.526904,6.426666,17.209772,6.451375,-6.860056
19.500,6.435282,4.617796,17.123586,6.330241,-8.618623
19.510,6.341629,12.301281,17.036879,6.364689,-8.670685
19.520,6.245942,6.080461,16.931964,6.256187,-10.491554
19.530,6.148220,5.128893,16.833991,6.137629,-9.797207
19.540,6.048461,6.113367,16.740937,6.045950,-9.305463
19.550,5.946666,0.939632,16.635927,5.840914,-10.500986
19.560,5.842834,3.943164,16.544342,5.713206,-9.158481
19.570,5.736967,8.195067,16.433837,5.654548,-11.050487
19.580,5.629067,4.056704,16.328632,5.519490,-10.520573
19.590,5.519138,3.446950,16.219000,5.370600,-10.963143
19.600,5.407181,8.680996,16.113348,5.333268,-10.565258
19.610,5.293203,8.643839,15.999237,5.287652,-11.411032
19.620,5.177209,6.469685,15.886070,5.200389,-11.316711
19.630,5.059203,3.921410,15.771174,5.062211,-11.489608
19.640,4.939195,4.340517,15.650292,4.929313,-12.088194
19.650,4.817190,2.806815,15.537174,4.776007,-11.311780
19.660,4.693197,2.206265,15.420100,4.609880,-11.707428
19.670,4.567227,1.956186,15.298437,4.437576,-12.166345
19.680,4.439288,2.894152,15.172076,4.282873,-12.636088
19.690,4.309393,1.722590,15.053579,4.115541,-11.849626
19.700,4.177551,0.268288,14.924885,3.912476,-12.869462
19.710,4.043777,4.592283,14.793697,3.797508,-13.118800
19.720,3.908082,4.494571,14.663887,3.684235,-12.980973
19.730,3.770482,8.022464,14.544914,3.654406,-11.897295
19.740,3.630991,1.960145,14.399762,3.478273,-14.515167
19.750,3.489625,4.229876,14.269625,3.365770,-13.013716
19.760,3.346399,4.128180,14.116333,3.230792,-15.329180
19.770,3.201332,2.566738,13.978092,3.082035,-13.824112
19.780,3.054440,4.915274,13.848899,2.992090,-12.919322
19.790,2.905744,4.843817,13.709219,2.892239,-13.968003
19.800,2.755262,3.573789,13.565219,2.764750,-14.400006
19.810,2.603014,1.963915,13.413615,2.600161,-15.160375
19.820,2.449021,1.555196,13.265010,2.433628,-14.860556
19.830,2.293306,-1.126079,13.112428,2.212904,-15.258215
19.840,2.135890,0.121096,12.953885,2.015696,-15.854238
19.850,1.976797,0.421778,12.797646,1.830704,-15.623897
19.860,1.816050,-0.993879,12.643672,1.623317,-15.397407
19.870,1.653675,2.753484,12.480357,1.485872,-16.331505
19.880,1.489695,4.481265,12.315139,1.383866,-16.521810
19.890,1.324139,-0.946017,12.143925,1.169479,-17.121397
19.900,1.157031,1.865635,11.985182,1.027833,-15.874335
19.910,0.988401,-1.596877,11.826166,0.819503,-15.901596
19.920,0.818274,0.055969,11.663159,0.644487,-16.300626
19.930,0.646681,-1.079142,11.504569,0.454596,-15.859011
19.940,0.473651,1.978391,11.337539,0.321381,-16.703073
19.950,0.299214,-1.397756,11.171549,0.124329,-16.598942
19.960,0.123400,2.652551,11.003494,0.010199,-16.805564
19.970,-0.053759,-0.668060,10.830946,-0.172463,-17.254787
19.980,-0.232231,-1.856240,10.653587,-0.379951,-17.735908
19.990,-0.411984,-3.545247,10.497547,-0.596175,-15.603962
